MONSTER_IDENTIFICATIE;MEETPUNT_IDENTIFICATIE;LOCATIE_CODE;TYPERING_OMSCHRIJVING;TYPERING_CODE;GROOTHEID_OMSCHRIJVING;GROOTHEID_ CODE;PARAMETER_OMSCHRIJVING;PARAMETER_ CODE;CAS_NR;EENHEID_CODE;HOEDANIGHEID_OMSCHRIJVING;HOEDANIGHEID_CODE;COMPARTIMENT_OMSCHRIJVING;COMPARTIMENT_CODE;WAARDEBEWERKINGSMETHODE_OMSCHRIJVING;WAARDEBEWERKINGSMETHODE_CODE;WAARDEBEPALINGSMETHODE_OMSCHRIJVING;WAARDEBEPALINGSMETHODE_CODE;BEMONSTERINGSSOORT_OMSCHRIJVING;BEMONSTERINGSSOORT_CODE;WAARNEMINGDATUM;WAARNEMINGTIJD (MET/CET);LIMIETSYMBOOL;NUMERIEKEWAARDE;ALFANUMERIEKEWAARDE;KWALITEITSOORDEEL_CODE;REFERENTIE;NOTITIE_CODE;NOTITIE_OMSCHRIJVING;STATUSWAARDE;OPDRACHTGEVENDE_INSTANTIE;MEETAPPARAAT_OMSCHRIJVING;MEETAPPARAAT_CODE;BEMONSTERINGSAPPARAAT_OMSCHRIJVING;BEMONSTERINGSAPPARAAT_CODE;PLAATSBEPALINGSAPPARAAT_OMSCHRIJVING;PLAATSBEPALINGSAPPARAAT_CODE;BEMONSTERINGSHOOGTE;REFERENTIEVLAK;EPSG;X;Y;ORGAAN_OMSCHRIJVING;ORGAAN_CODE;TAXON_NAME;GROEPERING_OMSCHRIJVING;GROEPERING_CODE;GROEPERING_KANAAL;GROEPERING_TYPE
;Blaarthem Dommel;BLAARTDML;;;Debiet;Q;;;;m3/s;;;Oppervlaktewater;OW;;;;;;;05-07-2021;11:30:00;;2,29;2.29;Normale waarde;;;;Ongecontroleerd;NBXX_INWAT;;;;;;;-999999999;NVT;25831;670022,752;5699569,294;;;;;;;
;Blaarthem Dommel;BLAARTDML;;;Debiet;Q;;;;m3/s;;;Oppervlaktewater;OW;;;;;;;05-07-2021;11:40:00;;2,29;2.29;Normale waarde;;;;Ongecontroleerd;NBXX_INWAT;;;;;;;-999999999;NVT;25831;670022,752;5699569,294;;;;;;;
;Blaarthem Dommel;BLAARTDML;;;Debiet;Q;;;;m3/s;;;Oppervlaktewater;OW;;;;;;;05-07-2021;11:50:00;;2,29;2.29;Normale waarde;;;;Ongecontroleerd;NBXX_INWAT;;;;;;;-999999999;NVT;25831;670022,752;5699569,294;;;;;;;
;Blaarthem Dommel;BLAARTDML;;;Debiet;Q;;;;m3/s;;;Oppervlaktewater;OW;;;;;;;05-07-2021;12:00:00;;2,3;2.3;Normale waarde;;;;Ongecontroleerd;NBXX_INWAT;;;;;;;-999999999;NVT;25831;670022,752;5699569,294;;;;;;;
;Blaarthem Dommel;BLAARTDML;;;Debiet;Q;;;;m3/s;;;Oppervlaktewater;OW;;;;;;;05-07-2021;12:10:00;;2,3;2.3;Normale waarde;;;;Ongecontroleerd;NBXX_INWAT;;;;;;;-999999999;NVT;25831;670022,752;5699569,294;;;;;;;
;Blaarthem Dommel;BLAARTDML;;;Debiet;Q;;;;m3/s;;;Oppervlaktewater;OW;;;;;;;05-07-2021;12:20:00;;2,3;2.3;Normale waarde;;;;Ongecontroleerd;NBXX_INWAT;;;;;;;-999999999;NVT;25831;670022,752;5699569,294;;;;;;;
;Blaarthem Dommel;BLAARTDML;;;Debiet;Q;;;;m3/s;;;Oppervlaktewater;OW;;;;;;;05-07-2021;12:30:00;;2,3;2.3;Normale waarde;;;;Ongecontroleerd;NBXX_INWAT;;;;;;;-999999999;NVT;25831;670022,752;5699569,294;;;;;;;
;Blaarthem Dommel;BLAARTDML;;;Debiet;Q;;;;m3/s;;;Oppervlaktewater;OW;;;;;;;05-07-2021;12:40:00;;2,3;2.3;Normale waarde;;;;Ongecontroleerd;NBXX_INWAT;;;;;;;-999999999;NVT;25831;670022,752;5699569,294;;;;;;;
;Blaarthem Dommel;BLAARTDML;;;Debiet;Q;;;;m3/s;;;Oppervlaktewater;OW;;;;;;;05-07-2021;12:50:00;;2,3;2.3;Normale waarde;;;;Ongecontroleerd;NBXX_INWAT;;;;;;;-999999999;NVT;25831;670022,752;5699569,294;;;;;;;
;Blaarthem Dommel;BLAARTDML;;;Debiet;Q;;;;m3/s;;;Oppervlaktewater;OW;;;;;;;05-07-2021;13:00:00;;2,3;2.3;Normale waarde;;;;Ongecontroleerd;NBXX_INWAT;;;;;;;-999999999;NVT;25831;670022,752;5699569,294;;;;;;;
;Blaarthem Dommel;BLAARTDML;;;Debiet;Q;;;;m3/s;;;Oppervlaktewater;OW;;;;;;;05-07-2021;13:10:00;;2,3;2.3;Normale waarde;;;;Ongecontroleerd;NBXX_INWAT;;;;;;;-999999999;NVT;25831;670022,752;5699569,294;;;;;;;
;Blaarthem Dommel;BLAARTDML;;;Debiet;Q;;;;m3/s;;;Oppervlaktewater;OW;;;;;;;05-07-2021;13:20:00;;2,3;2.3;Normale waarde;;;;Ongecontroleerd;NBXX_INWAT;;;;;;;-999999999;NVT;25831;670022,752;5699569,294;;;;;;;
;Blaarthem Dommel;BLAARTDML;;;Debiet;Q;;;;m3/s;;;Oppervlaktewater;OW;;;;;;;05-07-2021;13:30:00;;2,3;2.3;Normale waarde;;;;Ongecontroleerd;NBXX_INWAT;;;;;;;-999999999;NVT;25831;670022,752;5699569,294;;;;;;;
;Blaarthem Dommel;BLAARTDML;;;Debiet;Q;;;;m3/s;;;Oppervlaktewater;OW;;;;;;;05-07-2021;13:40:00;;2,3;2.3;Normale waarde;;;;Ongecontroleerd;NBXX_INWAT;;;;;;;-999999999;NVT;25831;670022,752;5699569,294;;;;;;;
;Blaarthem Dommel;BLAARTDML;;;Debiet;Q;;;;m3/s;;;Oppervlaktewater;OW;;;;;;;05-07-2021;13:50:00;;2,3;2.3;Normale waarde;;;;Ongecontroleerd;NBXX_INWAT;;;;;;;-999999999;NVT;25831;670022,752;5699569,294;;;;;;;
;Blaarthem Dommel;BLAARTDML;;;Debiet;Q;;;;m3/s;;;Oppervlaktewater;OW;;;;;;;05-07-2021;14:00:00;;2,3;2.3;Normale waarde;;;;Ongecontroleerd;NBXX_INWAT;;;;;;;-999999999;NVT;25831;670022,752;5699569,294;;;;;;;
;Blaarthem Dommel;BLAARTDML;;;Debiet;Q;;;;m3/s;;;Oppervlaktewater;OW;;;;;;;05-07-2021;14:10:00;;2,29;2.29;Normale waarde;;;;Ongecontroleerd;NBXX_INWAT;;;;;;;-999999999;NVT;25831;670022,752;5699569,294;;;;;;;
;Blaarthem Dommel;BLAARTDML;;;Debiet;Q;;;;m3/s;;;Oppervlaktewater;OW;;;;;;;05-07-2021;14:20:00;;2,3;2.3;Normale waarde;;;;Ongecontroleerd;NBXX_INWAT;;;;;;;-999999999;NVT;25831;670022,752;5699569,294;;;;;;;
;Blaarthem Dommel;BLAARTDML;;;Debiet;Q;;;;m3/s;;;Oppervlaktewater;OW;;;;;;;05-07-2021;14:30:00;;2,31;2.31;Normale waarde;;;;Ongecontroleerd;NBXX_INWAT;;;;;;;-999999999;NVT;25831;670022,752;5699569,294;;;;;;;
;Blaarthem Dommel;BLAARTDML;;;Debiet;Q;;;;m3/s;;;Oppervlaktewater;OW;;;;;;;05-07-2021;14:40:00;;2,31;2.31;Normale waarde;;;;Ongecontroleerd;NBXX_INWAT;;;;;;;-999999999;NVT;25831;670022,752;5699569,294;;;;;;;
;Blaarthem Dommel;BLAARTDML;;;Debiet;Q;;;;m3/s;;;Oppervlaktewater;OW;;;;;;;05-07-2021;14:50:00;;2,31;2.31;Normale waarde;;;;Ongecontroleerd;NBXX_INWAT;;;;;;;-999999999;NVT;25831;670022,752;5699569,294;;;;;;;
;Blaarthem Dommel;BLAARTDML;;;Debiet;Q;;;;m3/s;;;Oppervlaktewater;OW;;;;;;;05-07-2021;15:00:00;;2,31;2.31;Normale waarde;;;;Ongecontroleerd;NBXX_INWAT;;;;;;;-999999999;NVT;25831;670022,752;5699569,294;;;;;;;
;Blaarthem Dommel;BLAARTDML;;;Debiet;Q;;;;m3/s;;;Oppervlaktewater;OW;;;;;;;05-07-2021;15:10:00;;2,31;2.31;Normale waarde;;;;Ongecontroleerd;NBXX_INWAT;;;;;;;-999999999;NVT;25831;670022,752;5699569,294;;;;;;;
;Blaarthem Dommel;BLAARTDML;;;Debiet;Q;;;;m3/s;;;Oppervlaktewater;OW;;;;;;;05-07-2021;15:20:00;;2,31;2.31;Normale waarde;;;;Ongecontroleerd;NBXX_INWAT;;;;;;;-999999999;NVT;25831;670022,752;5699569,294;;;;;;;
;Blaarthem Dommel;BLAARTDML;;;Debiet;Q;;;;m3/s;;;Oppervlaktewater;OW;;;;;;;05-07-2021;15:30:00;;2,31;2.31;Normale waarde;;;;Ongecontroleerd;NBXX_INWAT;;;;;;;-999999999;NVT;25831;670022,752;5699569,294;;;;;;;
;Blaarthem Dommel;BLAARTDML;;;Debiet;Q;;;;m3/s;;;Oppervlaktewater;OW;;;;;;;05-07-2021;15:40:00;;2,31;2.31;Normale waarde;;;;Ongecontroleerd;NBXX_INWAT;;;;;;;-999999999;NVT;25831;670022,752;5699569,294;;;;;;;
;Blaarthem Dommel;BLAARTDML;;;Debiet;Q;;;;m3/s;;;Oppervlaktewater;OW;;;;;;;05-07-2021;15:50:00;;2,31;2.31;Normale waarde;;;;Ongecontroleerd;NBXX_INWAT;;;;;;;-999999999;NVT;25831;670022,752;5699569,294;;;;;;;
;Blaarthem Dommel;BLAARTDML;;;Debiet;Q;;;;m3/s;;;Oppervlaktewater;OW;;;;;;;05-07-2021;16:00:00;;2,31;2.31;Normale waarde;;;;Ongecontroleerd;NBXX_INWAT;;;;;;;-999999999;NVT;25831;670022,752;5699569,294;;;;;;;
;Blaarthem Dommel;BLAARTDML;;;Debiet;Q;;;;m3/s;;;Oppervlaktewater;OW;;;;;;;05-07-2021;16:10:00;;2,31;2.31;Normale waarde;;;;Ongecontroleerd;NBXX_INWAT;;;;;;;-999999999;NVT;25831;670022,752;5699569,294;;;;;;;
;Blaarthem Dommel;BLAARTDML;;;Debiet;Q;;;;m3/s;;;Oppervlaktewater;OW;;;;;;;05-07-2021;16:20:00;;2,31;2.31;Normale waarde;;;;Ongecontroleerd;NBXX_INWAT;;;;;;;-999999999;NVT;25831;670022,752;5699569,294;;;;;;;
;Blaarthem Dommel;BLAARTDML;;;Debiet;Q;;;;m3/s;;;Oppervlaktewater;OW;;;;;;;05-07-2021;16:30:00;;2,31;2.31;Normale waarde;;;;Ongecontroleerd;NBXX_INWAT;;;;;;;-999999999;NVT;25831;670022,752;5699569,294;;;;;;;
;Blaarthem Dommel;BLAARTDML;;;Debiet;Q;;;;m3/s;;;Oppervlaktewater;OW;;;;;;;05-07-2021;16:40:00;;2,31;2.31;Normale waarde;;;;Ongecontroleerd;NBXX_INWAT;;;;;;;-999999999;NVT;25831;670022,752;5699569,294;;;;;;;
;Blaarthem Dommel;BLAARTDML;;;Debiet;Q;;;;m3/s;;;Oppervlaktewater;OW;;;;;;;05-07-2021;16:50:00;;2,31;2.31;Normale waarde;;;;Ongecontroleerd;NBXX_INWAT;;;;;;;-999999999;NVT;25831;670022,752;5699569,294;;;;;;;
;Blaarthem Dommel;BLAARTDML;;;Debiet;Q;;;;m3/s;;;Oppervlaktewater;OW;;;;;;;05-07-2021;17:00:00;;2,3;2.3;Normale waarde;;;;Ongecontroleerd;NBXX_INWAT;;;;;;;-999999999;NVT;25831;670022,752;5699569,294;;;;;;;
;Blaarthem Dommel;BLAARTDML;;;Debiet;Q;;;;m3/s;;;Oppervlaktewater;OW;;;;;;;05-07-2021;17:10:00;;2,31;2.31;Normale waarde;;;;Ongecontroleerd;NBXX_INWAT;;;;;;;-999999999;NVT;25831;670022,752;5699569,294;;;;;;;
;Blaarthem Dommel;BLAARTDML;;;Debiet;Q;;;;m3/s;;;Oppervlaktewater;OW;;;;;;;05-07-2021;17:20:00;;2,31;2.31;Normale waarde;;;;Ongecontroleerd;NBXX_INWAT;;;;;;;-999999999;NVT;25831;670022,752;5699569,294;;;;;;;
;Blaarthem Dommel;BLAARTDML;;;Debiet;Q;;;;m3/s;;;Oppervlaktewater;OW;;;;;;;05-07-2021;17:30:00;;2,3;2.3;Normale waarde;;;;Ongecontroleerd;NBXX_INWAT;;;;;;;-999999999;NVT;25831;670022,752;5699569,294;;;;;;;
;Blaarthem Dommel;BLAARTDML;;;Debiet;Q;;;;m3/s;;;Oppervlaktewater;OW;;;;;;;05-07-2021;17:40:00;;2,26;2.26;Normale waarde;;;;Ongecontroleerd;NBXX_INWAT;;;;;;;-999999999;NVT;25831;670022,752;5699569,294;;;;;;;
;Blaarthem Dommel;BLAARTDML;;;Debiet;Q;;;;m3/s;;;Oppervlaktewater;OW;;;;;;;05-07-2021;17:50:00;;2,28;2.28;Normale waarde;;;;Ongecontroleerd;NBXX_INWAT;;;;;;;-999999999;NVT;25831;670022,752;5699569,294;;;;;;;
;Blaarthem Dommel;BLAARTDML;;;Debiet;Q;;;;m3/s;;;Oppervlaktewater;OW;;;;;;;05-07-2021;18:00:00;;2,28;2.28;Normale waarde;;;;Ongecontroleerd;NBXX_INWAT;;;;;;;-999999999;NVT;25831;670022,752;5699569,294;;;;;;;
;Blaarthem Dommel;BLAARTDML;;;Debiet;Q;;;;m3/s;;;Oppervlaktewater;OW;;;;;;;05-07-2021;18:10:00;;2,28;2.28;Normale waarde;;;;Ongecontroleerd;NBXX_INWAT;;;;;;;-999999999;NVT;25831;670022,752;5699569,294;;;;;;;
;Blaarthem Dommel;BLAARTDML;;;Debiet;Q;;;;m3/s;;;Oppervlaktewater;OW;;;;;;;05-07-2021;18:20:00;;2,28;2.28;Normale waarde;;;;Ongecontroleerd;NBXX_INWAT;;;;;;;-999999999;NVT;25831;670022,752;5699569,294;;;;;;;
;Blaarthem Dommel;BLAARTDML;;;Debiet;Q;;;;m3/s;;;Oppervlaktewater;OW;;;;;;;05-07-2021;18:30:00;;2,28;2.28;Normale waarde;;;;Ongecontroleerd;NBXX_INWAT;;;;;;;-999999999;NVT;25831;670022,752;5699569,294;;;;;;;
;Blaarthem Dommel;BLAARTDML;;;Debiet;Q;;;;m3/s;;;Oppervlaktewater;OW;;;;;;;05-07-2021;18:40:00;;2,28;2.28;Normale waarde;;;;Ongecontroleerd;NBXX_INWAT;;;;;;;-999999999;NVT;25831;670022,752;5699569,294;;;;;;;
;Blaarthem Dommel;BLAARTDML;;;Debiet;Q;;;;m3/s;;;Oppervlaktewater;OW;;;;;;;05-07-2021;18:50:00;;2,29;2.29;Normale waarde;;;;Ongecontroleerd;NBXX_INWAT;;;;;;;-999999999;NVT;25831;670022,752;5699569,294;;;;;;;
;Blaarthem Dommel;BLAARTDML;;;Debiet;Q;;;;m3/s;;;Oppervlaktewater;OW;;;;;;;05-07-2021;19:00:00;;2,29;2.29;Normale waarde;;;;Ongecontroleerd;NBXX_INWAT;;;;;;;-999999999;NVT;25831;670022,752;5699569,294;;;;;;;
;Blaarthem Dommel;BLAARTDML;;;Debiet;Q;;;;m3/s;;;Oppervlaktewater;OW;;;;;;;05-07-2021;19:10:00;;2,29;2.29;Normale waarde;;;;Ongecontroleerd;NBXX_INWAT;;;;;;;-999999999;NVT;25831;670022,752;5699569,294;;;;;;;
;Blaarthem Dommel;BLAARTDML;;;Debiet;Q;;;;m3/s;;;Oppervlaktewater;OW;;;;;;;05-07-2021;19:20:00;;2,29;2.29;Normale waarde;;;;Ongecontroleerd;NBXX_INWAT;;;;;;;-999999999;NVT;25831;670022,752;5699569,294;;;;;;;
;Blaarthem Dommel;BLAARTDML;;;Debiet;Q;;;;m3/s;;;Oppervlaktewater;OW;;;;;;;05-07-2021;19:30:00;;2,3;2.3;Normale waarde;;;;Ongecontroleerd;NBXX_INWAT;;;;;;;-999999999;NVT;25831;670022,752;5699569,294;;;;;;;
;Blaarthem Dommel;BLAARTDML;;;Debiet;Q;;;;m3/s;;;Oppervlaktewater;OW;;;;;;;05-07-2021;19:40:00;;2,3;2.3;Normale waarde;;;;Ongecontroleerd;NBXX_INWAT;;;;;;;-999999999;NVT;25831;670022,752;5699569,294;;;;;;;
;Blaarthem Dommel;BLAARTDML;;;Debiet;Q;;;;m3/s;;;Oppervlaktewater;OW;;;;;;;05-07-2021;19:50:00;;2,3;2.3;Normale waarde;;;;Ongecontroleerd;NBXX_INWAT;;;;;;;-999999999;NVT;25831;670022,752;5699569,294;;;;;;;
;Blaarthem Dommel;BLAARTDML;;;Debiet;Q;;;;m3/s;;;Oppervlaktewater;OW;;;;;;;05-07-2021;20:00:00;;2,3;2.3;Normale waarde;;;;Ongecontroleerd;NBXX_INWAT;;;;;;;-999999999;NVT;25831;670022,752;5699569,294;;;;;;;
;Blaarthem Dommel;BLAARTDML;;;Debiet;Q;;;;m3/s;;;Oppervlaktewater;OW;;;;;;;05-07-2021;20:10:00;;2,3;2.3;Normale waarde;;;;Ongecontroleerd;NBXX_INWAT;;;;;;;-999999999;NVT;25831;670022,752;5699569,294;;;;;;;
;Blaarthem Dommel;BLAARTDML;;;Debiet;Q;;;;m3/s;;;Oppervlaktewater;OW;;;;;;;05-07-2021;20:20:00;;2,3;2.3;Normale waarde;;;;Ongecontroleerd;NBXX_INWAT;;;;;;;-999999999;NVT;25831;670022,752;5699569,294;;;;;;;
;Blaarthem Dommel;BLAARTDML;;;Debiet;Q;;;;m3/s;;;Oppervlaktewater;OW;;;;;;;05-07-2021;20:30:00;;2,3;2.3;Normale waarde;;;;Ongecontroleerd;NBXX_INWAT;;;;;;;-999999999;NVT;25831;670022,752;5699569,294;;;;;;;
;Blaarthem Dommel;BLAARTDML;;;Debiet;Q;;;;m3/s;;;Oppervlaktewater;OW;;;;;;;05-07-2021;20:40:00;;2,3;2.3;Normale waarde;;;;Ongecontroleerd;NBXX_INWAT;;;;;;;-999999999;NVT;25831;670022,752;5699569,294;;;;;;;
;Blaarthem Dommel;BLAARTDML;;;Debiet;Q;;;;m3/s;;;Oppervlaktewater;OW;;;;;;;05-07-2021;20:50:00;;2,3;2.3;Normale waarde;;;;Ongecontroleerd;NBXX_INWAT;;;;;;;-999999999;NVT;25831;670022,752;5699569,294;;;;;;;
;Blaarthem Dommel;BLAARTDML;;;Debiet;Q;;;;m3/s;;;Oppervlaktewater;OW;;;;;;;05-07-2021;21:00:00;;2,3;2.3;Normale waarde;;;;Ongecontroleerd;NBXX_INWAT;;;;;;;-999999999;NVT;25831;670022,752;5699569,294;;;;;;;
;Blaarthem Dommel;BLAARTDML;;;Debiet;Q;;;;m3/s;;;Oppervlaktewater;OW;;;;;;;05-07-2021;21:10:00;;2,3;2.3;Normale waarde;;;;Ongecontroleerd;NBXX_INWAT;;;;;;;-999999999;NVT;25831;670022,752;5699569,294;;;;;;;
;Blaarthem Dommel;BLAARTDML;;;Debiet;Q;;;;m3/s;;;Oppervlaktewater;OW;;;;;;;05-07-2021;21:20:00;;2,3;2.3;Normale waarde;;;;Ongecontroleerd;NBXX_INWAT;;;;;;;-999999999;NVT;25831;670022,752;5699569,294;;;;;;;
;Blaarthem Dommel;BLAARTDML;;;Debiet;Q;;;;m3/s;;;Oppervlaktewater;OW;;;;;;;05-07-2021;21:30:00;;2,3;2.3;Normale waarde;;;;Ongecontroleerd;NBXX_INWAT;;;;;;;-999999999;NVT;25831;670022,752;5699569,294;;;;;;;
;Blaarthem Dommel;BLAARTDML;;;Debiet;Q;;;;m3/s;;;Oppervlaktewater;OW;;;;;;;05-07-2021;21:40:00;;2,3;2.3;Normale waarde;;;;Ongecontroleerd;NBXX_INWAT;;;;;;;-999999999;NVT;25831;670022,752;5699569,294;;;;;;;
;Blaarthem Dommel;BLAARTDML;;;Debiet;Q;;;;m3/s;;;Oppervlaktewater;OW;;;;;;;05-07-2021;21:50:00;;2,3;2.3;Normale waarde;;;;Ongecontroleerd;NBXX_INWAT;;;;;;;-999999999;NVT;25831;670022,752;5699569,294;;;;;;;
;Blaarthem Dommel;BLAARTDML;;;Debiet;Q;;;;m3/s;;;Oppervlaktewater;OW;;;;;;;05-07-2021;22:00:00;;2,29;2.29;Normale waarde;;;;Ongecontroleerd;NBXX_INWAT;;;;;;;-999999999;NVT;25831;670022,752;5699569,294;;;;;;;
;Blaarthem Dommel;BLAARTDML;;;Debiet;Q;;;;m3/s;;;Oppervlaktewater;OW;;;;;;;05-07-2021;22:10:00;;2,28;2.28;Normale waarde;;;;Ongecontroleerd;NBXX_INWAT;;;;;;;-999999999;NVT;25831;670022,752;5699569,294;;;;;;;
;Blaarthem Dommel;BLAARTDML;;;Debiet;Q;;;;m3/s;;;Oppervlaktewater;OW;;;;;;;05-07-2021;22:20:00;;2,28;2.28;Normale waarde;;;;Ongecontroleerd;NBXX_INWAT;;;;;;;-999999999;NVT;25831;670022,752;5699569,294;;;;;;;
;Blaarthem Dommel;BLAARTDML;;;Debiet;Q;;;;m3/s;;;Oppervlaktewater;OW;;;;;;;05-07-2021;22:30:00;;2,28;2.28;Normale waarde;;;;Ongecontroleerd;NBXX_INWAT;;;;;;;-999999999;NVT;25831;670022,752;5699569,294;;;;;;;
;Blaarthem Dommel;BLAARTDML;;;Debiet;Q;;;;m3/s;;;Oppervlaktewater;OW;;;;;;;05-07-2021;22:40:00;;2,28;2.28;Normale waarde;;;;Ongecontroleerd;NBXX_INWAT;;;;;;;-999999999;NVT;25831;670022,752;5699569,294;;;;;;;
;Blaarthem Dommel;BLAARTDML;;;Debiet;Q;;;;m3/s;;;Oppervlaktewater;OW;;;;;;;05-07-2021;22:50:00;;2,28;2.28;Normale waarde;;;;Ongecontroleerd;NBXX_INWAT;;;;;;;-999999999;NVT;25831;670022,752;5699569,294;;;;;;;
;Blaarthem Dommel;BLAARTDML;;;Debiet;Q;;;;m3/s;;;Oppervlaktewater;OW;;;;;;;05-07-2021;23:00:00;;2,27;2.27;Normale waarde;;;;Ongecontroleerd;NBXX_INWAT;;;;;;;-999999999;NVT;25831;670022,752;5699569,294;;;;;;;
;Blaarthem Dommel;BLAARTDML;;;Debiet;Q;;;;m3/s;;;Oppervlaktewater;OW;;;;;;;05-07-2021;23:10:00;;2,27;2.27;Normale waarde;;;;Ongecontroleerd;NBXX_INWAT;;;;;;;-999999999;NVT;25831;670022,752;5699569,294;;;;;;;
;Blaarthem Dommel;BLAARTDML;;;Debiet;Q;;;;m3/s;;;Oppervlaktewater;OW;;;;;;;05-07-2021;23:20:00;;2,27;2.27;Normale waarde;;;;Ongecontroleerd;NBXX_INWAT;;;;;;;-999999999;NVT;25831;670022,752;5699569,294;;;;;;;
;Blaarthem Dommel;BLAARTDML;;;Debiet;Q;;;;m3/s;;;Oppervlaktewater;OW;;;;;;;05-07-2021;23:30:00;;2,26;2.26;Normale waarde;;;;Ongecontroleerd;NBXX_INWAT;;;;;;;-999999999;NVT;25831;670022,752;5699569,294;;;;;;;
;Blaarthem Dommel;BLAARTDML;;;Debiet;Q;;;;m3/s;;;Oppervlaktewater;OW;;;;;;;05-07-2021;23:40:00;;2,26;2.26;Normale waarde;;;;Ongecontroleerd;NBXX_INWAT;;;;;;;-999999999;NVT;25831;670022,752;5699569,294;;;;;;;
;Blaarthem Dommel;BLAARTDML;;;Debiet;Q;;;;m3/s;;;Oppervlaktewater;OW;;;;;;;05-07-2021;23:50:00;;2,25;2.25;Normale waarde;;;;Ongecontroleerd;NBXX_INWAT;;;;;;;-999999999;NVT;25831;670022,752;5699569,294;;;;;;;
;Blaarthem Dommel;BLAARTDML;;;Debiet;Q;;;;m3/s;;;Oppervlaktewater;OW;;;;;;;06-07-2021;00:00:00;;2,25;2.25;Normale waarde;;;;Ongecontroleerd;NBXX_INWAT;;;;;;;-999999999;NVT;25831;670022,752;5699569,294;;;;;;;
;Blaarthem Dommel;BLAARTDML;;;Debiet;Q;;;;m3/s;;;Oppervlaktewater;OW;;;;;;;06-07-2021;00:10:00;;2,25;2.25;Normale waarde;;;;Ongecontroleerd;NBXX_INWAT;;;;;;;-999999999;NVT;25831;670022,752;5699569,294;;;;;;;
;Blaarthem Dommel;BLAARTDML;;;Debiet;Q;;;;m3/s;;;Oppervlaktewater;OW;;;;;;;06-07-2021;00:20:00;;2,25;2.25;Normale waarde;;;;Ongecontroleerd;NBXX_INWAT;;;;;;;-999999999;NVT;25831;670022,752;5699569,294;;;;;;;
;Blaarthem Dommel;BLAARTDML;;;Debiet;Q;;;;m3/s;;;Oppervlaktewater;OW;;;;;;;06-07-2021;00:30:00;;2,25;2.25;Normale waarde;;;;Ongecontroleerd;NBXX_INWAT;;;;;;;-999999999;NVT;25831;670022,752;5699569,294;;;;;;;
;Blaarthem Dommel;BLAARTDML;;;Debiet;Q;;;;m3/s;;;Oppervlaktewater;OW;;;;;;;06-07-2021;00:40:00;;2,24;2.24;Normale waarde;;;;Ongecontroleerd;NBXX_INWAT;;;;;;;-999999999;NVT;25831;670022,752;5699569,294;;;;;;;
;Blaarthem Dommel;BLAARTDML;;;Debiet;Q;;;;m3/s;;;Oppervlaktewater;OW;;;;;;;06-07-2021;00:50:00;;2,24;2.24;Normale waarde;;;;Ongecontroleerd;NBXX_INWAT;;;;;;;-999999999;NVT;25831;670022,752;5699569,294;;;;;;;
;Blaarthem Dommel;BLAARTDML;;;Debiet;Q;;;;m3/s;;;Oppervlaktewater;OW;;;;;;;06-07-2021;01:00:00;;2,23;2.23;Normale waarde;;;;Ongecontroleerd;NBXX_INWAT;;;;;;;-999999999;NVT;25831;670022,752;5699569,294;;;;;;;
;Blaarthem Dommel;BLAARTDML;;;Debiet;Q;;;;m3/s;;;Oppervlaktewater;OW;;;;;;;06-07-2021;01:10:00;;2,23;2.23;Normale waarde;;;;Ongecontroleerd;NBXX_INWAT;;;;;;;-999999999;NVT;25831;670022,752;5699569,294;;;;;;;
;Blaarthem Dommel;BLAARTDML;;;Debiet;Q;;;;m3/s;;;Oppervlaktewater;OW;;;;;;;06-07-2021;01:20:00;;2,23;2.23;Normale waarde;;;;Ongecontroleerd;NBXX_INWAT;;;;;;;-999999999;NVT;25831;670022,752;5699569,294;;;;;;;
;Blaarthem Dommel;BLAARTDML;;;Debiet;Q;;;;m3/s;;;Oppervlaktewater;OW;;;;;;;06-07-2021;01:30:00;;2,22;2.22;Normale waarde;;;;Ongecontroleerd;NBXX_INWAT;;;;;;;-999999999;NVT;25831;670022,752;5699569,294;;;;;;;
;Blaarthem Dommel;BLAARTDML;;;Debiet;Q;;;;m3/s;;;Oppervlaktewater;OW;;;;;;;06-07-2021;01:40:00;;2,22;2.22;Normale waarde;;;;Ongecontroleerd;NBXX_INWAT;;;;;;;-999999999;NVT;25831;670022,752;5699569,294;;;;;;;
;Blaarthem Dommel;BLAARTDML;;;Debiet;Q;;;;m3/s;;;Oppervlaktewater;OW;;;;;;;06-07-2021;01:50:00;;2,22;2.22;Normale waarde;;;;Ongecontroleerd;NBXX_INWAT;;;;;;;-999999999;NVT;25831;670022,752;5699569,294;;;;;;;
;Blaarthem Dommel;BLAARTDML;;;Debiet;Q;;;;m3/s;;;Oppervlaktewater;OW;;;;;;;06-07-2021;02:00:00;;2,21;2.21;Normale waarde;;;;Ongecontroleerd;NBXX_INWAT;;;;;;;-999999999;NVT;25831;670022,752;5699569,294;;;;;;;
;Blaarthem Dommel;BLAARTDML;;;Debiet;Q;;;;m3/s;;;Oppervlaktewater;OW;;;;;;;06-07-2021;02:10:00;;2,21;2.21;Normale waarde;;;;Ongecontroleerd;NBXX_INWAT;;;;;;;-999999999;NVT;25831;670022,752;5699569,294;;;;;;;
